#    1         2         3         4         5         6       7      8            9             10       11           18        19              23                     24         25           26    
# LOG(L)   LOG(TEFF)    T_c      Ro_c       Hc        Hec   %Con_s %Con_c    Log(edad/Myr)      Masa    M^dot        Log(Lnu)  Log MHtot       Log(grav)   R/R_sun   L.H.[erg/s)] Sep.Fase[erg/s]   
 3.322781  5.709887  2.595796  8.541525  0.000000  0.000000  0.000  0.000    2.292122339993753  1.29190 -33.00000   5.6045031 -22.8217285    9.0210379   0.0058070   0.000000      -0.000000    
 3.314480  5.708412  2.589651  8.544314  0.000000  0.000000  0.000  0.000    2.292122354724055  1.29190 -33.00000   5.5832729 -22.7539353    9.0234402   0.0057910   0.000000      -0.000000    
 3.305569  5.706871  2.582969  8.547571  0.000000  0.000000  0.000  0.000    2.292122372400417  1.29190 -33.00000   5.5592396 -22.7118218    9.0261858   0.0057727   0.000000      -0.000000    
 3.295991  5.705236  2.575679  8.551147  0.000000  0.000000  0.000  0.000    2.292122393612050  1.29190 -33.00000   5.5317254 -22.6403390    9.0292250   0.0057525   0.000000      -0.000000    
 3.285912  5.703571  2.567901  8.555244  0.000000  0.000000  0.000  0.000    2.292122419043128  1.29190 -33.00000   5.5008809 -22.6202636    9.0326411   0.0057299   0.000000      -0.000000    
 3.276168  5.701990  2.560254  8.559320  0.000000  0.000000  0.000  0.000    2.292122446810950  1.29190 -33.00000   5.4689882 -22.5625504    9.0360639   0.0057074   0.000000      -0.000000    
 3.267213  5.700590  2.553114  8.563371  0.000000  0.000000  0.000  0.000    2.292122475810855  1.29190 -33.00000   5.4377815 -22.5473111    9.0394192   0.0056854   0.000000      -0.000000    
 3.258840  5.699309  2.546300  8.567247  0.000000  0.000000  0.000  0.000    2.292122506269914  1.29190 -33.00000   5.4066272 -22.5222019    9.0426650   0.0056642   0.000000      -0.000000    
 3.251133  5.698179  2.539906  8.571102  0.000000  0.000000  0.000  0.000    2.292122538011212  1.29190 -33.00000   5.3761016 -22.4399653    9.0458542   0.0056434   0.000000      -0.000000    
 3.243892  5.697142  2.533763  8.574787  0.000000  0.000000  0.000  0.000    2.292122571306657  1.29190 -33.00000   5.3455667 -22.4492648    9.0489452   0.0056234   0.000000      -0.000000    
 3.237211  5.696234  2.527975  8.578468  0.000000  0.000000  0.000  0.000    2.292122605969490  1.29190 -33.00000   5.3156364 -22.4362344    9.0519963   0.0056037   0.000000      -0.000000    
 3.230899  5.695397  2.522381  8.581983  0.000000  0.000000  0.000  0.000    2.292122642300614  1.29190 -33.00000   5.2856387 -22.3791997    9.0549589   0.0055846   0.000000      -0.000000    
 3.225044  5.694665  2.517088  8.585494  0.000000  0.000000  0.000  0.000    2.292122680079391  1.29190 -33.00000   5.2561967 -22.3470867    9.0578868   0.0055658   0.000000      -0.000000    
 3.219461  5.693983  2.511949  8.588853  0.000000  0.000000  0.000  0.000    2.292122719644602  1.29190 -33.00000   5.2266752 -22.3269882    9.0607410   0.0055475   0.000000      -0.000000    
 3.214233  5.693383  2.507064  8.592208  0.000000  0.000000  0.000  0.000    2.292122760794225  1.29190 -33.00000   5.1976298 -22.3255156    9.0635694   0.0055295   0.000000      -0.000000    
 3.209163  5.692801  2.502277  8.595367  0.000000  0.000000  0.000  0.000    2.292122803859775  1.29190 -33.00000   5.1683674 -22.3144595    9.0663128   0.0055121   0.000000      -0.000000    
 3.204362  5.692281  2.497717  8.598513  0.000000  0.000000  0.000  0.000    2.292122848552136  1.29190 -33.00000   5.1395904 -22.2833554    9.0690315   0.0054948   0.000000      -0.000000    
 3.199653  5.691767  2.493244  8.601497  0.000000  0.000000  0.000  0.000    2.292122895309097  1.29190 -33.00000   5.1106413 -22.2467651    9.0716842   0.0054781   0.000000      -0.000000    
 3.195128  5.691297  2.488972  8.604494  0.000000  0.000000  0.000  0.000    2.292122943893801  1.29190 -33.00000   5.0821422 -22.2083571    9.0743297   0.0054614   0.000000      -0.000000    
 3.190610  5.690816  2.484765  8.607344  0.000000  0.000000  0.000  0.000    2.292122994753172  1.29190 -33.00000   5.0534483 -22.2188860    9.0769254   0.0054451   0.000000      -0.000000    
 3.186196  5.690363  2.480737  8.610214  0.000000  0.000000  0.000  0.000    2.292123047623947  1.29190 -33.00000   5.0251595 -22.2109870    9.0795254   0.0054289   0.000000      -0.000000    
 3.181716  5.689881  2.476754  8.612939  0.000000  0.000000  0.000  0.000    2.292123102982457  1.29190 -33.00000   4.9966322 -22.1699827    9.0820786   0.0054129   0.000000      -0.000000    
 3.177266  5.689410  2.472933  8.615690  0.000000  0.000000  0.000  0.000    2.292123160539699  1.29190 -33.00000   4.9684933 -22.1886461    9.0846439   0.0053970   0.000000      -0.000000    
 3.172678  5.688895  2.469146  8.618303  0.000000  0.000000  0.000  0.000    2.292123220813808  1.29190 -33.00000   4.9401154 -22.2025079    9.0871705   0.0053813   0.000000      -0.000000    
 3.168053  5.688375  2.465506  8.620948  0.000000  0.000000  0.000  0.000    2.292123283495036  1.29190 -33.00000   4.9120864 -22.2111919    9.0897189   0.0053655   0.000000      -0.000000    
 3.163219  5.687796  2.461888  8.623456  0.000000  0.000000  0.000  0.000    2.292123349135936  1.29190 -33.00000   4.8838034 -22.1975851    9.0922339   0.0053500   0.000000      -0.000000    
 3.158284  5.687197  2.458406  8.625998  0.000000  0.000000  0.000  0.000    2.292123417372560  1.29190 -33.00000   4.8558758 -22.1765044    9.0947741   0.0053344   0.000000      -0.000000    
 3.153074  5.686521  2.454937  8.628402  0.000000  0.000000  0.000  0.000    2.292123488813005  1.29190 -33.00000   4.8276574 -22.1384435    9.0972801   0.0053190   0.000000      -0.000000    
 3.147710  5.685814  2.451600  8.630849  0.000000  0.000000  0.000  0.000    2.292123563057804  1.29190 -33.00000   4.7998154 -22.1341336    9.0998184   0.0053035   0.000000      -0.000000    
 3.142007  5.685016  2.448264  8.633159  0.000000  0.000000  0.000  0.000    2.292123640799677  1.29190 -33.00000   4.7716681 -22.1180926    9.1023272   0.0052882   0.000000      -0.000000    
 3.136085  5.684169  2.445048  8.635504  0.000000  0.000000  0.000  0.000    2.292123721580672  1.29190 -33.00000   4.7438507 -22.1093239    9.1048629   0.0052728   0.000000      -0.000000    
 3.129780  5.683220  2.441831  8.637717  0.000000  0.000000  0.000  0.000    2.292123806125464  1.29190 -33.00000   4.7157458 -22.0804082    9.1073724   0.0052576   0.000000      -0.000000    
 3.123215  5.682217  2.438731  8.639981  0.000000  0.000000  0.000  0.000    2.292123894002763  1.29190 -33.00000   4.6879909 -22.0493577    9.1099242   0.0052421   0.000000      -0.000000    
 3.116222  5.681103  2.435624  8.642116  0.000000  0.000000  0.000  0.000    2.292123986044773  1.29190 -33.00000   4.6599233 -21.9993228    9.1124611   0.0052269   0.000000      -0.000000    
 3.108934  5.679927  2.432624  8.644302  0.000000  0.000000  0.000  0.000    2.292124081733474  1.29190 -33.00000   4.6321868 -21.9626772    9.1150430   0.0052113   0.000000      -0.000000    
 3.101162  5.678624  2.429611  8.646357  0.000000  0.000000  0.000  0.000    2.292124181944308  1.29190 -33.00000   4.6041220 -21.9561266    9.1176058   0.0051960   0.000000      -0.000000    
 3.093053  5.677249  2.426697  8.648456  0.000000  0.000000  0.000  0.000    2.292124286112449  1.29190 -33.00000   4.5763644 -21.9256666    9.1202122   0.0051804   0.000000      -0.000000    
 3.084427  5.675738  2.423762  8.650415  0.000000  0.000000  0.000  0.000    2.292124395165579  1.29190 -33.00000   4.5482629 -21.9154642    9.1227963   0.0051650   0.000000      -0.000000    
 3.075439  5.674148  2.420923  8.652418  0.000000  0.000000  0.000  0.000    2.292124508481050  1.29190 -33.00000   4.5204738 -21.8863474    9.1254224   0.0051494   0.000000      -0.000000    
 3.065896  5.672413  2.418062  8.654288  0.000000  0.000000  0.000  0.000    2.292124627112277  1.29190 -33.00000   4.4923423 -21.8744148    9.1280286   0.0051340   0.000000      -0.000000    
 3.055979  5.670597  2.415297  8.656211  0.000000  0.000000  0.000  0.000    2.292124750409328  1.29190 -33.00000   4.4645338 -21.8573093    9.1306802   0.0051184   0.000000      -0.000000    
 3.045486  5.668632  2.412506  8.658004  0.000000  0.000000  0.000  0.000    2.292124879522264  1.29190 -33.00000   4.4363875 -21.8398345    9.1333138   0.0051029   0.000000      -0.000000    
 3.034601  5.666581  2.409809  8.659856  0.000000  0.000000  0.000  0.000    2.292125013720682  1.29190 -33.00000   4.4085679 -21.8392403    9.1359915   0.0050872   0.000000      -0.000000    
 3.023116  5.664374  2.407084  8.661578  0.000000  0.000000  0.000  0.000    2.292125154254277  1.29190 -33.00000   4.3803990 -21.8005075    9.1386501   0.0050716   0.000000      -0.000000    
 3.011241  5.662081  2.404450  8.663362  0.000000  0.000000  0.000  0.000    2.292125300327187  1.29190 -33.00000   4.3525585 -21.7499104    9.1413523   0.0050559   0.000000      -0.000000    
 2.998756  5.659630  2.401785  8.665017  0.000000  0.000000  0.000  0.000    2.292125453318410  1.29190 -33.00000   4.3243745 -21.7309297    9.1440346   0.0050403   0.000000      -0.000000    
 2.985872  5.657089  2.399208  8.666734  0.000000  0.000000  0.000  0.000    2.292125612340666  1.29190 -33.00000   4.2965004 -21.6961745    9.1467560   0.0050245   0.000000      -0.000000    
 2.972371  5.654389  2.396601  8.668327  0.000000  0.000000  0.000  0.000    2.292125778887144  1.29190 -33.00000   4.2682806 -21.6722888    9.1494561   0.0050089   0.000000      -0.000000    
 2.958488  5.651603  2.394081  8.669987  0.000000  0.000000  0.000  0.000    2.292125951916260  1.29190 -33.00000   4.2404191 -21.6241965    9.1521939   0.0049931   0.000000      -0.000000    
 2.944052  5.648669  2.391540  8.671516  0.000000  0.000000  0.000  0.000    2.292126132329655  1.29190 -33.00000   4.2123194 -21.5463720    9.1548930   0.0049777   0.000000      -0.000000    
 2.929248  5.645651  2.389084  8.673110  0.000000  0.000000  0.000  0.000    2.292126319656292  1.29190 -33.00000   4.1845642 -21.5255378    9.1576255   0.0049620   0.000000      -0.000000    
 2.913944  5.642495  2.386611  8.674571  0.000000  0.000000  0.000  0.000    2.292126514362679  1.29190 -33.00000   4.1566656 -21.4810175    9.1603077   0.0049467   0.000000      -0.000000    
 2.898271  5.639256  2.384217  8.676101  0.000000  0.000000  0.000  0.000    2.292126716716937  1.29190 -33.00000   4.1290772 -21.4771064    9.1630223   0.0049313   0.000000      -0.000000    
 2.882144  5.635888  2.381808  8.677495  0.000000  0.000000  0.000  0.000    2.292126926662584  1.29190 -33.00000   4.1013689 -21.4559576    9.1656799   0.0049162   0.000000      -0.000000    
 2.865671  5.632442  2.379475  8.678962  0.000000  0.000000  0.000  0.000    2.292127144843818  1.29190 -33.00000   4.0739747 -21.4156130    9.1683672   0.0049010   0.000000      -0.000000    
 2.848729  5.628863  2.377122  8.680297  0.000000  0.000000  0.000  0.000    2.292127371498329  1.29190 -33.00000   4.0464167 -21.3998580    9.1709954   0.0048862   0.000000      -0.000000    
 2.831549  5.625229  2.374855  8.681697  0.000000  0.000000  0.000  0.000    2.292127605713837  1.29190 -33.00000   4.0193244 -21.3629479    9.1736358   0.0048714   0.000000      -0.000000    
 2.813888  5.621460  2.372559  8.682969  0.000000  0.000000  0.000  0.000    2.292127849546183  1.29190 -33.00000   3.9919850 -21.2789647    9.1762211   0.0048569   0.000000      -0.000000    
 2.796059  5.617649  2.370353  8.684304  0.000000  0.000000  0.000  0.000    2.292128100740184  1.29190 -33.00000   3.9651699 -21.2481673    9.1788076   0.0048425   0.000000      -0.000000    
 2.777687  5.613690  2.368109  8.685519  0.000000  0.000000  0.000  0.000    2.292128363201057  1.29190 -33.00000   3.9380100 -21.2365569    9.1813437   0.0048284   0.000000      -0.000000    
 2.759035  5.609665  2.365937  8.686808  0.000000  0.000000  0.000  0.000    2.292128635618893  1.29190 -33.00000   3.9111728 -21.1885460    9.1838947   0.0048142   0.000000      -0.000000    
 2.739835  5.605485  2.363722  8.687969  0.000000  0.000000  0.000  0.000    2.292128920202895  1.29190 -33.00000   3.8839660 -21.1760418    9.1863770   0.0048005   0.000000      -0.000000    
 2.720515  5.601273  2.361590  8.689185  0.000000  0.000000  0.000  0.000    2.292129213075302  1.29190 -33.00000   3.8572780 -21.1713051    9.1888477   0.0047868   0.000000      -0.000000    
 2.700730  5.596931  2.359421  8.690275  0.000000  0.000000  0.000  0.000    2.292129518336990  1.29190 -33.00000   3.8303007 -21.1394216    9.1912636   0.0047735   0.000000      -0.000000    
 2.680740  5.592540  2.357325  8.691439  0.000000  0.000000  0.000  0.000    2.292129834404789  1.29190 -33.00000   3.8037166 -21.1317028    9.1936928   0.0047602   0.000000      -0.000000    
 2.659972  5.587952  2.355162  8.692500  0.000000  0.000000  0.000  0.000    2.292130169044931  1.29190 -33.00000   3.7764562 -21.1257001    9.1961049   0.0047470   0.000000      -0.000000    
 2.639276  5.583376  2.353101  8.693621  0.000000  0.000000  0.000  0.000    2.292130510771065  1.29190 -33.00000   3.7499596 -21.1298250    9.1984993   0.0047339   0.000000      -0.000000    
 2.617853  5.578611  2.350980  8.694633  0.000000  0.000000  0.000  0.000    2.292130870949301  1.29190 -33.00000   3.7228996 -21.1110210    9.2008625   0.0047211   0.000000      -0.000000    
 2.596299  5.573814  2.348941  8.695717  0.000000  0.000000  0.000  0.000    2.292131241994409  1.29190 -33.00000   3.6963802 -21.1052514    9.2032287   0.0047082   0.000000      -0.000000    
 2.574289  5.568887  2.346875  8.696677  0.000000  0.000000  0.000  0.000    2.292131626978615  1.29190 -33.00000   3.6697034 -21.0660350    9.2055306   0.0046958   0.000000      -0.000000    
 2.551618  5.563808  2.344848  8.697733  0.000000  0.000000  0.000  0.000    2.292132031960438  1.29190 -33.00000   3.6430229 -21.0574778    9.2078828   0.0046831   0.000000      -0.000000    
 2.528768  5.558658  2.342820  8.698650  0.000000  0.000000  0.000  0.000    2.292132446175158  1.29190 -33.00000   3.6165575 -21.0579146    9.2101337   0.0046709   0.000000      -0.000000    
 2.505130  5.553327  2.340819  8.699668  0.000000  0.000000  0.000  0.000    2.292132884564546  1.29190 -33.00000   3.5899282 -21.0293335    9.2124472   0.0046585   0.000000      -0.000000    
 2.481094  5.547877  2.338791  8.700560  0.000000  0.000000  0.000  0.000    2.292133338773874  1.29190 -33.00000   3.5631873 -21.0321111    9.2146833   0.0046465   0.000000      -0.000000    
 2.457055  5.542424  2.336847  8.701529  0.000000  0.000000  0.000  0.000    2.292133805755405  1.29190 -33.00000   3.5370442 -21.0081292    9.2169132   0.0046346   0.000000      -0.000000    
 2.432570  5.536844  2.334861  8.702381  0.000000  0.000000  0.000  0.000    2.292134292889945  1.29190 -33.00000   3.5105947 -21.0050370    9.2190769   0.0046231   0.000000      -0.000000    
 2.407860  5.531212  2.332931  8.703320  0.000000  0.000000  0.000  0.000    2.292134800436260  1.29190 -33.00000   3.4843965 -21.0473153    9.2212578   0.0046115   0.000000      -0.000000    
 2.383179  5.525561  2.330990  8.704127  0.000000  0.000000  0.000  0.000    2.292135321300243  1.29190 -33.00000   3.4583058 -21.0460578    9.2233352   0.0046005   0.000000      -0.000000    
 2.358237  5.519851  2.329095  8.705027  0.000000  0.000000  0.000  0.000    2.292135866258171  1.29190 -33.00000   3.4323472 -21.0249982    9.2254360   0.0045894   0.000000      -0.000000    
 2.332901  5.514025  2.327149  8.705811  0.000000  0.000000  0.000  0.000    2.292136436833270  1.29190 -33.00000   3.4059811 -20.9710822    9.2274686   0.0045786   0.000000      -0.000000    
 2.307523  5.508189  2.325262  8.706680  0.000000  0.000000  0.000  0.000    2.292137030040249  1.29190 -33.00000   3.3799150 -20.9208367    9.2295059   0.0045679   0.000000      -0.000000    
 2.285929  5.503201  2.323630  8.707304  0.000000  0.000000  0.000  0.000    2.292137548121837  1.29190 -33.00000   3.3576459 -20.9061415    9.2311473   0.0045593   0.000000      -0.000000    
 2.265037  5.498379  2.322102  8.707998  0.000000  0.000000  0.000  0.000    2.292138066202806  1.29190 -33.00000   3.3363552 -20.9153796    9.2327492   0.0045509   0.000000      -0.000000    
 2.241311  5.492882  2.320333  8.708659  0.000000  0.000000  0.000  0.000    2.292138673142892  1.29190 -33.00000   3.3120632 -20.9069888    9.2344863   0.0045418   0.000000      -0.000000    
 2.215932  5.487007  2.318498  8.709466  0.000000  0.000000  0.000  0.000    2.292139349793560  1.29190 -33.00000   3.2863522 -20.8638477    9.2363687   0.0045320   0.000000      -0.000000    
 2.190374  5.481072  2.316620  8.710159  0.000000  0.000000  0.000  0.000    2.292140055910404  1.29190 -33.00000   3.2603291 -20.8678733    9.2381832   0.0045225   0.000000      -0.000000    
 2.165128  5.475214  2.314816  8.710938  0.000000  0.000000  0.000  0.000    2.292140783182627  1.29190 -33.00000   3.2348633 -20.8580784    9.2399972   0.0045131   0.000000      -0.000000    
 2.139789  5.469314  2.312973  8.711601  0.000000  0.000000  0.000  0.000    2.292141539837982  1.29190 -33.00000   3.2091491 -20.8319367    9.2417376   0.0045040   0.000000      -0.000000    
 2.114371  5.463402  2.311175  8.712362  0.000000  0.000000  0.000  0.000    2.292142331910115  1.29190 -33.00000   3.1835844 -20.8418064    9.2435068   0.0044949   0.000000      -0.000000    
 2.089257  5.457541  2.309365  8.712997  0.000000  0.000000  0.000  0.000    2.292143143215777  1.29190 -33.00000   3.1581614 -20.8117037    9.2451778   0.0044862   0.000000      -0.000000    
 2.064262  5.451714  2.307613  8.713725  0.000000  0.000000  0.000  0.000    2.292143985241578  1.29190 -33.00000   3.1330892 -20.7900391    9.2468643   0.0044775   0.000000      -0.000000    
 2.039101  5.445828  2.305816  8.714337  0.000000  0.000000  0.000  0.000    2.292144863158684  1.29190 -33.00000   3.1076979 -20.7949039    9.2484810   0.0044692   0.000000      -0.000000    
 2.014121  5.439989  2.304082  8.715037  0.000000  0.000000  0.000  0.000    2.292145770714325  1.29190 -33.00000   3.0827475 -20.7486351    9.2501075   0.0044608   0.000000      -0.000000    
 1.988596  5.434003  2.302279  8.715630  0.000000  0.000000  0.000  0.000    2.292146730002522  1.29190 -33.00000   3.0571449 -20.7182630    9.2516875   0.0044527   0.000000      -0.000000    
 1.963529  5.428129  2.300561  8.716305  0.000000  0.000000  0.000  0.000    2.292147710047055  1.29190 -33.00000   3.0322865 -20.6887813    9.2532584   0.0044447   0.000000      -0.000000    
 1.938046  5.422137  2.298781  8.716870  0.000000  0.000000  0.000  0.000    2.292148741178472  1.29190 -33.00000   3.0068826 -20.6559021    9.2547722   0.0044370   0.000000      -0.000000    
 1.912416  5.416114  2.297039  8.717533  0.000000  0.000000  0.000  0.000    2.292149823057112  1.29190 -33.00000   2.9815661 -20.6400635    9.2563121   0.0044291   0.000000      -0.000000    
 1.886049  5.409896  2.295213  8.718091  0.000000  0.000000  0.000  0.000    2.292150976905598  1.29190 -33.00000   2.9553621 -20.6204666    9.2578038   0.0044215   0.000000      -0.000000    
 1.858336  5.403359  2.293353  8.718766  0.000000  0.000000  0.000  0.000    2.292152238022172  1.29190 -33.00000   2.9282039 -20.5779367    9.2593720   0.0044135   0.000000      -0.000000    
 1.829444  5.396523  2.291412  8.719340  0.000000  0.000000  0.000  0.000    2.292153585338069  1.29190 -33.00000   2.9001799 -20.5499524    9.2609165   0.0044057   0.000000      -0.000000    
 1.800264  5.389618  2.289551  8.720003  0.000000  0.000000  0.000  0.000    2.292154974387603  1.29190 -33.00000   2.8728280 -20.5433154    9.2624798   0.0043978   0.000000      -0.000000    
 1.770485  5.382548  2.287660  8.720546  0.000000  0.000000  0.000  0.000    2.292156416245923  1.29190 -33.00000   2.8453782 -20.5128090    9.2639768   0.0043902   0.000000      -0.000000    
 1.740590  5.375452  2.285847  8.721179  0.000000  0.000000  0.000  0.000    2.292157901824100  1.29190 -33.00000   2.8185904 -20.5143210    9.2654869   0.0043826   0.000000      -0.000000    
 1.710212  5.368217  2.283999  8.721693  0.000000  0.000000  0.000  0.000    2.292159445675075  1.29190 -33.00000   2.7916493 -20.5102379    9.2669277   0.0043753   0.000000      -0.000000    
 1.679771  5.360971  2.282224  8.722299  0.000000  0.000000  0.000  0.000    2.292161038651150  1.29190 -33.00000   2.7653136 -20.4954253    9.2683822   0.0043680   0.000000      -0.000000    
 1.648873  5.353592  2.280411  8.722787  0.000000  0.000000  0.000  0.000    2.292162696240808  1.29190 -33.00000   2.7387752 -20.4621034    9.2697672   0.0043610   0.000000      -0.000000    
 1.617953  5.346212  2.278667  8.723369  0.000000  0.000000  0.000  0.000    2.292164408288615  1.29190 -33.00000   2.7128031 -20.4612393    9.2711653   0.0043540   0.000000      -0.000000    
 1.586616  5.338710  2.276883  8.723835  0.000000  0.000000  0.000  0.000    2.292166191163093  1.29190 -33.00000   2.6865988 -20.4439303    9.2724936   0.0043473   0.000000      -0.000000    
 1.555299  5.331215  2.275165  8.724394  0.000000  0.000000  0.000  0.000    2.292168033559774  1.29190 -33.00000   2.6609356 -20.4417734    9.2738324   0.0043406   0.000000      -0.000000    
 1.523593  5.323604  2.273404  8.724836  0.000000  0.000000  0.000  0.000    2.292169952609028  1.29190 -33.00000   2.6350139 -20.4380066    9.2750956   0.0043343   0.000000      -0.000000    
 1.491944  5.316008  2.271707  8.725369  0.000000  0.000000  0.000  0.000    2.292171935884470  1.29190 -33.00000   2.6096096 -20.4120296    9.2763586   0.0043280   0.000000      -0.000000    
 1.459990  5.308317  2.269966  8.725787  0.000000  0.000000  0.000  0.000    2.292174001331647  1.29190 -33.00000   2.5839495 -20.4185662    9.2775484   0.0043221   0.000000      -0.000000    
 1.428155  5.300661  2.268291  8.726301  0.000000  0.000000  0.000  0.000    2.292176137070200  1.29190 -33.00000   2.5588194 -20.3955263    9.2787590   0.0043161   0.000000      -0.000000    
 1.396036  5.292918  2.266569  8.726703  0.000000  0.000000  0.000  0.000    2.292178364426362  1.29190 -33.00000   2.5334028 -20.3812167    9.2799049   0.0043104   0.000000      -0.000000    
 1.364081  5.285221  2.264911  8.727202  0.000000  0.000000  0.000  0.000    2.292180669186822  1.29190 -33.00000   2.5084945 -20.3778358    9.2810718   0.0043046   0.000000      -0.000000    
 1.331873  5.277444  2.263204  8.727590  0.000000  0.000000  0.000  0.000    2.292183073503089  1.29190 -33.00000   2.4832872 -20.3523694    9.2821730   0.0042992   0.000000      -0.000000    
 1.299883  5.269727  2.261560  8.728075  0.000000  0.000000  0.000  0.000    2.292185561912385  1.29190 -33.00000   2.4585803 -20.3348625    9.2832955   0.0042936   0.000000      -0.000000    
 1.267668  5.261937  2.259865  8.728443  0.000000  0.000000  0.000  0.000    2.292188158249425  1.29190 -33.00000   2.4335473 -20.3169935    9.2843490   0.0042884   0.000000      -0.000000    
 1.235735  5.254223  2.258234  8.728914  0.000000  0.000000  0.000  0.000    2.292190844881385  1.29190 -33.00000   2.4090361 -20.3079263    9.2854262   0.0042831   0.000000      -0.000000    
 1.203624  5.246447  2.256552  8.729273  0.000000  0.000000  0.000  0.000    2.292193649075846  1.29190 -33.00000   2.3841985 -20.2955559    9.2864361   0.0042781   0.000000      -0.000000    
 1.171814  5.238752  2.254932  8.729730  0.000000  0.000000  0.000  0.000    2.292196551660797  1.29190 -33.00000   2.3598544 -20.2871606    9.2874651   0.0042731   0.000000      -0.000000    
 1.139891  5.231011  2.253260  8.730074  0.000000  0.000000  0.000  0.000    2.292199580391911  1.29190 -33.00000   2.3351792 -20.2753689    9.2884231   0.0042683   0.000000      -0.000000    
