#   log L/Lo     log Teff      B_V          V_R          V_K          R_I          J_H          H_K          V_I          U_V          BC(V)        dmag_v     log age(yr)
  -0.3075669    4.7886234   -0.3360899   -0.1400819   -1.0072020   -0.1966446   -0.1451262   -0.1285060   -0.3367265   -1.6170785   -5.1643159   10.6851873    5.9575292
  -0.3512015    4.7780113   -0.3354328   -0.1397157   -1.0051468   -0.1961019   -0.1448429   -0.1283681   -0.3358175   -1.6139126   -5.0807208   10.7106787    6.0302286
  -0.3926384    4.7679368   -0.3347965   -0.1393621   -1.0031760   -0.1955757   -0.1445741   -0.1282446   -0.3349378   -1.6108141   -5.0015635   10.7351137    6.1118248
  -0.4318452    4.7584173   -0.3341836   -0.1390223   -1.0012953   -0.1950682   -0.1443204   -0.1281353   -0.3340906   -1.6077998   -4.9269516   10.7585187    6.2048433
  -0.4689653    4.7494166   -0.3335932   -0.1386957   -0.9994989   -0.1945785   -0.1440807   -0.1280389   -0.3332742   -1.6048684   -4.8565819   10.7809493    6.3104914
  -0.4998586    4.7419363   -0.3330941   -0.1384201   -0.9979929   -0.1941638   -0.1438818   -0.1279646   -0.3325839   -1.6023696   -4.7982325   10.7998331    6.4104140
  -0.5269097    4.7353868   -0.3326501   -0.1381752   -0.9966609   -0.1937940   -0.1437074   -0.1279037   -0.3319692   -1.6001310   -4.7472616   10.8164900    6.5054232
  -0.5520686    4.7293042   -0.3322317   -0.1379447   -0.9954145   -0.1934451   -0.1435457   -0.1278514   -0.3313898   -1.5980078   -4.7000272   10.8321529    6.5965314
  -0.5767526    4.7233322   -0.3318146   -0.1377149   -0.9941765   -0.1930963   -0.1433862   -0.1278034   -0.3308111   -1.5958782   -4.6537658   10.8476015    6.6845895
  -0.6019664    4.7172299   -0.3313815   -0.1374762   -0.9928967   -0.1927330   -0.1432226   -0.1277583   -0.3302093   -1.5936535   -4.6066211   10.8634913    6.7702467
  -0.6283765    4.7108312   -0.3309193   -0.1372215   -0.9915360   -0.1923440   -0.1430500   -0.1277151   -0.3295655   -1.5912636   -4.5573421   10.8802375    6.8539372
  -0.6564643    4.7040144   -0.3304172   -0.1369447   -0.9900645   -0.1919198   -0.1428649   -0.1276744   -0.3288645   -1.5886497   -4.5050298   10.8981447    6.9358672
  -0.6864938    4.6967198   -0.3298682   -0.1366418   -0.9884622   -0.1914540   -0.1426653   -0.1276372   -0.3280958   -1.5857697   -4.4492829   10.9174716    7.0160371
  -0.7186357    4.6889051   -0.3292653   -0.1363088   -0.9867095   -0.1909397   -0.1424490   -0.1276052   -0.3272484   -1.5825812   -4.3898580   10.9384014    7.0942824
  -0.7529236    4.6805552   -0.3286033   -0.1359424   -0.9847903   -0.1903709   -0.1422144   -0.1275804   -0.3263133   -1.5790468   -4.3267360   10.9609991    7.1703174
  -0.7892953    4.6716928   -0.3278787   -0.1355402   -0.9826935   -0.1897433   -0.1419607   -0.1275656   -0.3252834   -1.5751384   -4.2602039   10.9853963    7.2438212
  -0.8276156    4.6623396   -0.3270875   -0.1350991   -0.9804035   -0.1890507   -0.1416860   -0.1275638   -0.3241499   -1.5708200   -4.1905684   11.0115615    7.3145058
  -0.8677177    4.6525448   -0.3262272   -0.1346170   -0.9779072   -0.1882881   -0.1413888   -0.1275785   -0.3229051   -1.5660615   -4.1183596   11.0396080    7.3821715
  -0.9094109    4.6423553   -0.3252947   -0.1340906   -0.9751847   -0.1874485   -0.1410662   -0.1276131   -0.3215391   -1.5608237   -4.0441190   11.0696004    7.4467445
  -0.9524399    4.6318247   -0.3242874   -0.1335166   -0.9722114   -0.1865239   -0.1407142   -0.1276711   -0.3200405   -1.5550626   -3.9684589   11.1015128    7.5082494
  -0.9966816    4.6209885   -0.3232008   -0.1328899   -0.9689487   -0.1855030   -0.1403261   -0.1277556   -0.3183929   -1.5487134   -3.8918949   11.1355530    7.5668015
  -1.0416798    4.6099606   -0.3220384   -0.1322093   -0.9653709   -0.1843793   -0.1398954   -0.1278689   -0.3165887   -1.5417460   -3.8155256   11.1716792    7.6225848
  -1.0875320    4.5987128   -0.3208365   -0.1314901   -0.9614834   -0.1831711   -0.1394106   -0.1279871   -0.3146612   -1.5342933   -3.7382802   11.2090643    7.6758185
  -1.1336234    4.5873999   -0.3195064   -0.1306786   -0.9570425   -0.1817852   -0.1388481   -0.1281530   -0.3124638   -1.5257670   -3.6641975   11.2502101    7.7267523
  -1.1800523    4.5760035   -0.3180995   -0.1297965   -0.9520790   -0.1802448   -0.1381981   -0.1283520   -0.3100413   -1.5163126   -3.5921044   11.2941893    7.7756148
  -1.2264582    4.5645974   -0.3166166   -0.1288326   -0.9463585   -0.1785193   -0.1374028   -0.1285242   -0.3073519   -1.5058099   -3.5229374   11.3410370    7.8226176
  -1.2728080    4.5532069   -0.3150695   -0.1277866   -0.9398210   -0.1765914   -0.1364464   -0.1286793   -0.3043781   -1.4941098   -3.4571988   11.3911730    7.8679444
  -1.3194341    4.5417415   -0.3134419   -0.1266352   -0.9321261   -0.1744036   -0.1352526   -0.1287512   -0.3010388   -1.4809072   -3.3947412   11.4452806    7.9117567
  -1.3663608    4.5301900   -0.3117174   -0.1253569   -0.9229378   -0.1719071   -0.1337447   -0.1286543   -0.2972640   -1.4659775   -3.3357096   11.5035658    7.9542196
  -1.4135361    4.5185733   -0.3098501   -0.1239194   -0.9118927   -0.1690575   -0.1318453   -0.1282669   -0.2929769   -1.4492239   -3.2799765   11.5657709    7.9954906
  -1.4609255    4.5069002   -0.3076978   -0.1222508   -0.8985943   -0.1658060   -0.1294925   -0.1274301   -0.2880568   -1.4307906   -3.2264490   11.6307169    8.0357160
  -1.5084560    4.4951826   -0.3051798   -0.1203207   -0.8830526   -0.1621618   -0.1267083   -0.1260996   -0.2824825   -1.4109866   -3.1738792   11.6969733    8.0750233
  -1.5560373    4.4834458   -0.3021544   -0.1180842   -0.8654610   -0.1581644   -0.1235712   -0.1242527   -0.2762485   -1.3904439   -3.1204537   11.7625011    8.1135220
  -1.6036763    4.4716923   -0.2986216   -0.1155768   -0.8464488   -0.1539173   -0.1202274   -0.1220099   -0.2694941   -1.3696993   -3.0648694   11.8260143    8.1513079
  -1.6513973    4.4599173   -0.2946843   -0.1129007   -0.8269764   -0.1495852   -0.1168675   -0.1195798   -0.2624860   -1.3492685   -3.0059399   11.8863873    8.1884599
  -1.6992340    4.4481052   -0.2905198   -0.1101234   -0.8071612   -0.1451795   -0.1134915   -0.1170287   -0.2553030   -1.3288230   -2.9449185   11.9449576    8.2250477
  -1.7472171    4.4362492   -0.2862214   -0.1073120   -0.7874960   -0.1407819   -0.1101869   -0.1144840   -0.2480939   -1.3085190   -2.8814706   12.0014675    8.2611344
  -1.7953433    4.4243544   -0.2818663   -0.1045021   -0.7681340   -0.1364127   -0.1069720   -0.1120092   -0.2409148   -1.2882869   -2.8160021   12.0563145    8.2967791
  -1.8389067    4.4135558   -0.2779024   -0.1019626   -0.7508181   -0.1324664   -0.1041235   -0.1098444   -0.2344290   -1.2699122   -2.7554531   12.1046740    8.3320385
  -1.8675823    4.4063067   -0.2752674   -0.1002852   -0.7394679   -0.1298547   -0.1022689   -0.1084642   -0.2301399   -1.2576485   -2.7140337   12.1349436    8.3540487
  -1.8919150    4.4002659   -0.2730437   -0.0988679   -0.7299244   -0.1276469   -0.1007155   -0.1073226   -0.2265148   -1.2472812   -2.6795836   12.1613252    8.3776791
  -1.9105300    4.3954823   -0.2712781   -0.0977427   -0.7223776   -0.1258923   -0.0994909   -0.1064347   -0.2236350   -1.2390279   -2.6522090   12.1804881    8.3927473
  -1.9237017    4.3922593   -0.2701147   -0.0970064   -0.7174562   -0.1247407   -0.0986946   -0.1058695   -0.2217471   -1.2335580   -2.6334123   12.1946206    8.4073102
  -1.9345378    4.3894282   -0.2690723   -0.0963452   -0.7130454   -0.1237072   -0.0979818   -0.1053652   -0.2200523   -1.2286621   -2.6170715   12.2053702    8.4167544
  -1.9428223    4.3874104   -0.2683549   -0.0958927   -0.7100325   -0.1229976   -0.0974957   -0.1050277   -0.2188903   -1.2252701   -2.6051336   12.2141435    8.4259976
  -1.9493319    4.3857297   -0.2677273   -0.0954936   -0.7073778   -0.1223738   -0.0970674   -0.1047272   -0.2178674   -1.2223213   -2.5954896   12.2207735    8.4320522
  -1.9549279    4.3843568   -0.2672102   -0.0951638   -0.7051867   -0.1218589   -0.0967141   -0.1044794   -0.2170226   -1.2198957   -2.5876435   12.2269174    8.4380236
  -1.9611790    4.3827725   -0.2666426   -0.0948078   -0.7028238   -0.1212992   -0.0963338   -0.1042207   -0.2161070   -1.2171999   -2.5782822   12.2331839    8.4439140
  -1.9668754    4.3813775   -0.2661253   -0.0944803   -0.7006522   -0.1207862   -0.0959843   -0.1039801   -0.2152665   -1.2147595   -2.5702059   12.2393485    8.4497255
  -1.9730345    4.3798223   -0.2655665   -0.0941298   -0.6983296   -0.1202348   -0.0956108   -0.1037284   -0.2143646   -1.2121001   -2.5610149   12.2455553    8.4554603
  -1.9788788    4.3783789   -0.2650354   -0.0937947   -0.6961107   -0.1197087   -0.0952541   -0.1034864   -0.2135033   -1.2095839   -2.5525989   12.2517501    8.4611204
  -1.9849109    4.3768661   -0.2644876   -0.0934506   -0.6938339   -0.1191671   -0.0948884   -0.1032416   -0.2126177   -1.2069751   -2.5436827   12.2579141    8.4667076
  -1.9942472    4.3745446   -0.2636865   -0.0929557   -0.6905569   -0.1183814   -0.0943626   -0.1029019   -0.2113371   -1.2031005   -2.5296056   12.2671778    8.4749560
  -2.0083490    4.3710559   -0.2624065   -0.0921540   -0.6852610   -0.1171167   -0.0935130   -0.1023423   -0.2092707   -1.1969790   -2.5091632   12.2819899    8.4870420
  -2.0296377    4.3657734   -0.2604716   -0.0909403   -0.6772614   -0.1152000   -0.0922312   -0.1015096   -0.2061403   -1.1877028   -2.4780755   12.3041239    8.5045630
  -2.0549313    4.3595003   -0.2582069   -0.0895253   -0.6679525   -0.1129555   -0.0907419   -0.1005701   -0.2024808   -1.1767476   -2.4407238   12.3300062    8.5214043
  -2.0723430    4.3552003   -0.2565878   -0.0884992   -0.6612439   -0.1113400   -0.0896706   -0.0998883   -0.1998391   -1.1690192   -2.4155897   12.3484014    8.5376169
  -2.0915216    4.3504482   -0.2548558   -0.0874163   -0.6541557   -0.1096192   -0.0885393   -0.0991973   -0.1970355   -1.1606103   -2.3872513   12.3680095    8.5532460
  -2.1082294    4.3463282   -0.2533245   -0.0864543   -0.6478861   -0.1080956   -0.0875401   -0.0985893   -0.1945500   -1.1532207   -2.3628356   12.3853633    8.5683322
  -2.1254119    4.3420789   -0.2517594   -0.0854761   -0.6415135   -0.1065401   -0.0865250   -0.0979862   -0.1920162   -1.1456157   -2.3374676   12.4029515    8.5829118
  -2.1419405    4.3379869   -0.2502392   -0.0845252   -0.6353367   -0.1050293   -0.0855422   -0.0974085   -0.1895544   -1.1382415   -2.3130611   12.4198665    8.5970178
  -2.1582426    4.3339615   -0.2487393   -0.0835880   -0.6292623   -0.1035396   -0.0845766   -0.0968490   -0.1871277   -1.1309609   -2.2890099   12.4365705    8.6106800
  -2.1850207    4.3273403   -0.2463412   -0.0821070   -0.6196305   -0.1011610   -0.0830439   -0.0959998   -0.1832680   -1.1191009   -2.2488303   12.4633362    8.6303998
  -2.1969889    4.3243869   -0.2451704   -0.0813650   -0.6149028   -0.1000014   -0.0822969   -0.0955643   -0.1813664   -1.1136076   -2.2314752   12.4759016    8.6430659
  -2.2131131    4.3203959   -0.2436289   -0.0804014   -0.6087279   -0.0984776   -0.0813195   -0.0950171   -0.1788790   -1.1062120   -2.2077554   12.4924923    8.6553729
  -2.2277080    4.3167939   -0.2423025   -0.0795813   -0.6034742   -0.0971693   -0.0804883   -0.0945797   -0.1767506   -1.0997358   -2.1857474   12.5069716    8.6673408
  -2.2528300    4.3105837   -0.2398231   -0.0780288   -0.5937251   -0.0947442   -0.0789576   -0.0937617   -0.1727731   -1.0881311   -2.1488699   12.5328991    8.6846962
  -2.2735279    4.3054669   -0.2378131   -0.0767736   -0.5859682   -0.0927929   -0.0777472   -0.0931652   -0.1695664   -1.0787989   -2.1178364   12.5536103    8.7013845
  -2.3095709    4.2965627   -0.2340897   -0.0744319   -0.5720729   -0.0892598   -0.0756136   -0.0921904   -0.1636917   -1.0625159   -2.0640473   12.5899287    8.7252729
  -2.3546416    4.2854077   -0.2288056   -0.0710737   -0.5537969   -0.0845279   -0.0729108   -0.0911149   -0.1556016   -1.0424987   -1.9966320   12.6351901    8.7563622
  -2.4012947    4.2738703   -0.2225028   -0.0671223   -0.5344351   -0.0794119   -0.0701907   -0.0902225   -0.1465342   -1.0226927   -1.9258185   12.6810094    8.7894533
  -2.4427581    4.2639339   -0.2160120   -0.0632041   -0.5172378   -0.0748095   -0.0679185   -0.0895772   -0.1380135   -1.0064616   -1.8638684   12.7227178    8.8202006
  -2.4860444    4.2531873   -0.2080113   -0.0586704   -0.4988439   -0.0698720   -0.0655900   -0.0889817   -0.1285424   -0.9896228   -1.7951848   12.7622499    8.8489142
  -2.5276119    4.2428672   -0.1992511   -0.0541020   -0.4815804   -0.0652596   -0.0634876   -0.0884658   -0.1193616   -0.9741132   -1.7272237   12.7982076    8.8758465
  -2.5678548    4.2328737   -0.1900994   -0.0497381   -0.4657921   -0.0610819   -0.0615980   -0.0880152   -0.1108200   -0.9596575   -1.6589998   12.8305909    8.9012058
  -2.6067738    4.2232068   -0.1811078   -0.0457848   -0.4517638   -0.0574100   -0.0599184   -0.0876264   -0.1031948   -0.9463128   -1.5903548   12.8592435    8.9251656
  -2.6444720    4.2138422   -0.1727893   -0.0423267   -0.4394729   -0.0542268   -0.0584288   -0.0872748   -0.0965536   -0.9342257   -1.5212224   12.8843566    8.9478724
  -2.6810073    4.2047694   -0.1654699   -0.0393529   -0.4287632   -0.0514762   -0.0571085   -0.0869546   -0.0908291   -0.9235152   -1.4518591   12.9063315    8.9694507
  -2.7166763    4.1959047   -0.1590769   -0.0367392   -0.4192113   -0.0490394   -0.0559133   -0.0866519   -0.0857787   -0.9140190   -1.3822098   12.9258547    8.9900075
  -2.7512958    4.1873051   -0.1536154   -0.0344727   -0.4107751   -0.0469013   -0.0548395   -0.0863702   -0.0813740   -0.9056770   -1.3130218   12.9432154    9.0096350
  -2.7853560    4.1788381   -0.1483281   -0.0322056   -0.4022367   -0.0447552   -0.0537448   -0.0860434   -0.0769609   -0.8975879   -1.2450952   12.9604394    9.0284137
  -2.8185066    4.1705998   -0.1425995   -0.0297025   -0.3927692   -0.0423982   -0.0525300   -0.0856259   -0.0721007   -0.8890195   -1.1808724   12.9790931    9.0464140
  -2.8508087    4.1625715   -0.1359933   -0.0267598   -0.3815558   -0.0396331   -0.0510861   -0.0850693   -0.0663929   -0.8792947   -1.1217014   13.0006773    9.0636978
  -2.9028005    4.1496455   -0.1234602   -0.0209704   -0.3590447   -0.0341460   -0.0481431   -0.0838390   -0.0551164   -0.8606259   -1.0343362   13.0432916    9.0883985
  -2.9473526    4.1385733   -0.1057046   -0.0119241   -0.3295399   -0.0271999   -0.0444864   -0.0820017   -0.0391240   -0.8555593   -0.9551771   13.0755127    9.1117696
  -3.0025665    4.1248480   -0.0950219   -0.0069352   -0.3028661   -0.0206935   -0.0405115   -0.0807320   -0.0276287   -0.8178862   -0.8892432   13.1476136    9.1379317
  -3.0516620    4.1126447   -0.0796938    0.0010171   -0.2700897   -0.0130106   -0.0358731   -0.0789143   -0.0119935   -0.7947938   -0.8268419   13.2079510    9.1623042
  -3.1105787    4.0979994   -0.0601855    0.0114535   -0.2265451   -0.0029623   -0.0294896   -0.0766393    0.0084912   -0.7668112   -0.7586011   13.2870019    9.1872973
  -3.1615968    4.0853143   -0.0422545    0.0212956   -0.1850905    0.0064575   -0.0231648   -0.0746833    0.0277531   -0.7430995   -0.7052232   13.3611693    9.2092985
  -3.2146015    4.0721329   -0.0231848    0.0321351   -0.1375447    0.0169630   -0.0155811   -0.0719774    0.0490981   -0.7199442   -0.6550686   13.4435265    9.2311787
  -3.2642753    4.0597799   -0.0046896    0.0428777   -0.0894441    0.0274340   -0.0075735   -0.0692785    0.0703117   -0.6998537   -0.6126851   13.5253275    9.2520092
  -3.3148981    4.0471893    0.0145657    0.0542807   -0.0371270    0.0386882    0.0015199   -0.0664062    0.0929689   -0.6810064   -0.5738978   13.6130972    9.2730738
  -3.3639637    4.0349849    0.0333615    0.0655911    0.0163923    0.0500584    0.0112368   -0.0634556    0.1156495   -0.6641905   -0.5399751   13.7018385    9.2938392
  -3.4125944    4.0228886    0.0522038    0.0770317    0.0718149    0.0617479    0.0216490   -0.0603601    0.1387796   -0.6485442   -0.5090708   13.7925110    9.3146537
  -3.4604474    4.0109871    0.0707792    0.0883721    0.1282553    0.0735464    0.0327047   -0.0573194    0.1619185   -0.6339294   -0.4810123   13.8840849    9.3354971
  -3.5148629    3.9974397    0.0920629    0.1013651    0.1942986    0.0872853    0.0458857   -0.0534395    0.1886504   -0.6166319   -0.4506190   13.9897303    9.3564542
  -3.5592130    3.9864089    0.1095453    0.1119984    0.2491869    0.0986677    0.0570026   -0.0500059    0.2106661   -0.6014818   -0.4267269   14.0767135    9.3750675
  -3.6105653    3.9736290    0.1298904    0.1243181    0.3137752    0.1119982    0.0703495   -0.0458984    0.2363164   -0.5825525   -0.3998781   14.1782455    9.3948839
  -3.6586025    3.9616709    0.1490994    0.1358810    0.3750649    0.1246084    0.0831847   -0.0418731    0.2604893   -0.5629265   -0.3753283   14.2737887    9.4135833
  -3.7023066    3.9507903    0.1679861    0.1466533    0.4295724    0.1360005    0.0939329   -0.0373371    0.2826538   -0.5413020   -0.3487243   14.3564449    9.4321208
  -3.7506008    3.9387684    0.1865074    0.1582956    0.4950510    0.1492285    0.1085283   -0.0334437    0.3075241   -0.5188610   -0.3302099   14.4586661    9.4520519
  -3.8067764    3.9247766    0.2111254    0.1725209    0.5683738    0.1645346    0.1231952   -0.0272054    0.3370555   -0.4849741   -0.3006223   14.5695175    9.4716680
  -3.8465977    3.9148598    0.2276156    0.1824275    0.6224563    0.1755244    0.1348164   -0.0230804    0.3579519   -0.4611478   -0.2829905   14.6514389    9.4885532
  -3.9001816    3.9015184    0.2535519    0.1970029    0.6936224    0.1908229    0.1479048   -0.0159404    0.3878258   -0.4194644   -0.2553751   14.7577833    9.5084144
  -3.9497807    3.8891644    0.2775103    0.2106604    0.7613120    0.2052859    0.1606261   -0.0093155    0.4159463   -0.3788612   -0.2325630   14.8589689    9.5265748
  -4.0021575    3.8761155    0.3040614    0.2255541    0.8339539    0.2208583    0.1738637   -0.0016632    0.4464124   -0.3313681   -0.2094587   14.9668066    9.5445892
  -4.0543816    3.8631043    0.3327875    0.2416536    0.9070343    0.2373602    0.1855741    0.0067089    0.4790138   -0.2773381   -0.1882863   15.0761945    9.5617947
  -4.1065931    3.8500988    0.3626465    0.2582654    0.9820083    0.2542709    0.1973848    0.0155569    0.5125363   -0.2192184   -0.1697946   15.1882315    9.5785788
  -4.1591140    3.8370200    0.3936872    0.2756963    1.0599980    0.2720140    0.2095105    0.0246021    0.5477103   -0.1573330   -0.1555535   15.3052926    9.5950074
  -4.2133162    3.8235186    0.4278431    0.2947305    1.1426283    0.2911164    0.2213391    0.0349017    0.5858469   -0.0875088   -0.1442930   15.4295376    9.6112218
  -4.2653207    3.8105716    0.4603702    0.3132970    1.2263735    0.3100471    0.2344455    0.0444540    0.6233440   -0.0205272   -0.1401643   15.5554202    9.6268301
  -4.3127845    3.7987622    0.4909424    0.3309535    1.3054407    0.3280354    0.2466696    0.0533422    0.6589889    0.0428343   -0.1406467   15.6745621    9.6419539
  -4.3547007    3.7883316    0.5182554    0.3468991    1.3777608    0.3443417    0.2581133    0.0612130    0.6912408    0.0996959   -0.1447909   15.7834968    9.6565076
  -4.3905589    3.7794149    0.5418144    0.3608264    1.4412041    0.3586352    0.2682839    0.0677944    0.7194616    0.1488222   -0.1508939   15.8792453    9.6702542
  -4.4222375    3.7715337    0.5624816    0.3732018    1.4986520    0.3714378    0.2778364    0.0733307    0.7446396    0.1919562   -0.1585052   15.9660531    9.6831395
  -4.4513439    3.7642947    0.5819682    0.3848730    1.5518274    0.3834526    0.2862869    0.0784199    0.7683255    0.2328294   -0.1667090   16.0470229    9.6951345
  -4.4797488    3.7572285    0.6010509    0.3963827    1.6041847    0.3953296    0.2945655    0.0830773    0.7917123    0.2729089   -0.1761587   16.1274849    9.7062139
  -4.5076125    3.7502900    0.6195490    0.4077177    1.6557695    0.4071161    0.3028441    0.0869467    0.8148338    0.3116145   -0.1868600   16.2078454    9.7163625
  -4.5359154    3.7432410    0.6378191    0.4189738    1.7069710    0.4188953    0.3108504    0.0902561    0.8378691    0.3500349   -0.1974423   16.2891849    9.7257034
  -4.5490775    3.7399668    0.6470886    0.4246059    1.7308231    0.4246799    0.3140129    0.0916960    0.8492858    0.3696375   -0.2037842   16.3284321    9.7300374
  -4.5714951    3.7343809    0.6622481    0.4338955    1.7693176    0.4342570    0.3188816    0.0933498    0.8681525    0.4016448   -0.2128870   16.3935789    9.7364583
  -4.6002793    3.7272094    0.6826108    0.4464012    1.8178603    0.4471189    0.3239308    0.0939601    0.8935201    0.4447069   -0.2285367   16.4811891    9.7441329
  -4.6278836    3.7203288    0.7018398    0.4583353    1.8600260    0.4593924    0.3269356    0.0923537    0.9177277    0.4852112   -0.2429886   16.5646518    9.7512556
  -4.6565071    3.7131957    0.7215777    0.4705354    1.8961084    0.4718977    0.3265883    0.0873764    0.9424331    0.5271179   -0.2571638   16.6503857    9.7579010
  -4.6848716    3.7061002    0.7413451    0.4828623    1.9250193    0.4844850    0.3225272    0.0792554    0.9673473    0.5688996   -0.2718153   16.7359484    9.7639650
  -4.7133775    3.6989960    0.7604171    0.4948097    1.9427742    0.4966732    0.3131306    0.0671685    0.9914830    0.6092609   -0.2844051   16.8198030    9.7695493
  -4.7422289    3.6918060    0.7794383    0.5067718    1.9486677    0.5088109    0.2968210    0.0514798    1.0155827    0.6495077   -0.2960013   16.9035277    9.7747688
  -4.7716043    3.6844824    0.7984939    0.5187416    1.9419077    0.5208489    0.2723183    0.0334190    1.0395904    0.6899330   -0.3060197   16.9869846    9.7795877
  -4.8004001    3.6773034    0.8166205    0.5301603    1.9242597    0.5322539    0.2408280    0.0156449    1.0624142    0.7284259   -0.3140771   17.0670315    9.7840060
  -4.8297344    3.6699864    0.8342741    0.5413195    1.8948195    0.5432931    0.2016915   -0.0018952    1.0846126    0.7659128   -0.3195772   17.1458673    9.7880711
  -4.8593494    3.6625971    0.8512984    0.5520731    1.8543759    0.5537633    0.1565790   -0.0184309    1.1058364    0.8021270   -0.3221447   17.2224724    9.7918397
  -4.8886576    3.6552828    0.8674864    0.5622978    1.8027647    0.5634909    0.1075589   -0.0345912    1.1257888    0.8365322   -0.3224548   17.2960530    9.7953152
  -4.9166310    3.6483000    0.8822879    0.5715313    1.7447104    0.5719533    0.0603818   -0.0505697    1.1434845    0.8681897   -0.3189264   17.3624581    9.7985154
  -4.9447793    3.6412742    0.8951070    0.5795649    1.6714939    0.5789845    0.0121813   -0.0701969    1.1585495    0.8954481   -0.3086786   17.4225810    9.8014531
  -4.9735701    3.6340877    0.9092528    0.5882459    1.5904929    0.5861054   -0.0347858   -0.0911666    1.1743513    0.9257380   -0.3011621   17.4870415    9.8041481
  -5.0023645    3.6269012    0.9251429    0.5979778    1.5339903    0.5937850   -0.0650921   -0.1035926    1.1917628    0.9596001   -0.2994860   17.5573514    9.8068500
  -5.0311543    3.6197134    0.9371761    0.6049643    1.4569608    0.5978494   -0.0967311   -0.1119267    1.2028137    0.9856021   -0.2851155   17.6149554    9.8095389
  -5.0599454    3.6125230    0.9497866    0.6122827    1.3653167    0.6018920   -0.1299423   -0.1375269    1.2141747    1.0125517   -0.2696015   17.6714192    9.8122367
  -5.0887324    3.6053412    0.9604412    0.6177871    1.2576944    0.6024341   -0.1612607   -0.1537745    1.2202212    1.0358518   -0.2470225   17.7208076    9.8149276
  -5.1175455    3.5981551    0.9719605    0.6236859    1.1620493    0.6027247   -0.1847634   -0.1732123    1.2264106    1.0609072   -0.2269772   17.7727951    9.8176203
  -5.1463434    3.5909701    0.9828600    0.6290373    1.0571856    0.6017597   -0.2173759   -0.1908117    1.2307970    1.0844529   -0.2040938   17.8219064    9.8203201
  -5.1751075    3.5837801    0.9927394    0.6329546    0.9667731    0.5965432   -0.2277756   -0.2014312    1.2294978    1.1060096   -0.1805418   17.8702647    9.8230110
